merchant_name,merchant_category,city,state
Reliance Digital 3082,Electronics,Lucknow,Uttar Pradesh
Wellness Forever 3083,Pharmacy,Indore,Madhya Pradesh
Pizza Hut 3084,Restaurant,Chandigarh,Punjab
Reliance Digital 3085,Electronics,Noida,Uttar Pradesh
Yatra 3086,Travel,Bhopal,Madhya Pradesh
Myntra 3087,Shopping,Kanpur,Uttar Pradesh
Apollo Hospital 3088,Hospital,Kochi,Kerala
Big Bazaar 3089,Supermarket,Kolkata,West Bengal
Indian Oil 3090,Fuel,Noida,Uttar Pradesh
Reliance Digital 3091,Electronics,Noida,Uttar Pradesh
Fortis 3092,Hospital,Nagpur,Maharashtra
Yatra 3093,Travel,Kolkata,West Bengal
Flipkart 3094,Shopping,Bengaluru,Karnataka
MakeMyTrip 3095,Travel,Indore,Madhya Pradesh
Westside 3096,Fashion,Indore,Madhya Pradesh
MedPlus 3097,Pharmacy,Gurgaon,Haryana
BookMyShow 3098,Entertainment,Lucknow,Uttar Pradesh
Barista 3099,Cafe,Nagpur,Maharashtra
Croma 3100,Electronics,Pune,Maharashtra
Max Fashion 3101,Fashion,Hyderabad,Telangana
Vijay Sales 3102,Electronics,Lucknow,Uttar Pradesh
Water Supply 3103,Utilities,Delhi,Delhi
Goibibo 3104,Travel,Bhopal,Madhya Pradesh
Shell 3105,Fuel,Mumbai,Maharashtra
Electricity Board 3106,Utilities,Surat,Gujarat
Reliance Digital 3107,Electronics,Patna,Bihar
Zudio 3108,Fashion,Kanpur,Uttar Pradesh
Pizza Hut 3109,Restaurant,Indore,Madhya Pradesh
Ajio 3110,Shopping,Delhi,Delhi
Shell 3111,Fuel,Delhi,Delhi
Meesho 3112,Shopping,Mumbai,Maharashtra
Big Bazaar 3113,Supermarket,Ahmedabad,Gujarat
Indian Oil 3114,Fuel,Jaipur,Rajasthan
Apollo Pharmacy 3115,Pharmacy,Mumbai,Maharashtra
D-Mart 3116,Supermarket,Mumbai,Maharashtra
Barista 3117,Cafe,Kolkata,West Bengal
Flipkart 3118,Shopping,Kolkata,West Bengal
INOX 3119,Entertainment,Hyderabad,Telangana
Electricity Board 3120,Utilities,Hyderabad,Telangana
Pantaloons 3121,Fashion,Indore,Madhya Pradesh
Vijay Sales 3122,Electronics,Noida,Uttar Pradesh
Barista 3123,Cafe,Lucknow,Uttar Pradesh
Ajio 3124,Shopping,Chandigarh,Punjab
KFC 3125,Restaurant,Ahmedabad,Gujarat
Indian Oil 3126,Fuel,Ahmedabad,Gujarat
Domino's 3127,Restaurant,Ahmedabad,Gujarat
MedPlus 3128,Pharmacy,Noida,Uttar Pradesh
Apollo Hospital 3129,Hospital,Chandigarh,Punjab
Medanta 3130,Hospital,Hyderabad,Telangana
Spencer's 3131,Supermarket,Patna,Bihar
Reliance Fresh 3132,Supermarket,Bengaluru,Karnataka
Apollo Pharmacy 3133,Pharmacy,Delhi,Delhi
Gas Agency 3134,Utilities,Chennai,Tamil Nadu
McDonald's 3135,Restaurant,Ahmedabad,Gujarat
Spencer's 3136,Supermarket,Surat,Gujarat
Yatra 3137,Travel,Bengaluru,Karnataka
Wellness Forever 3138,Pharmacy,Kochi,Kerala
PVR 3139,Entertainment,Lucknow,Uttar Pradesh
Burger King 3140,Restaurant,Mumbai,Maharashtra
MakeMyTrip 3141,Travel,Hyderabad,Telangana
Amazon 3142,Shopping,Hyderabad,Telangana
BookMyShow 3143,Entertainment,Delhi,Delhi
Electricity Board 3144,Utilities,Delhi,Delhi
Gas Agency 3145,Utilities,Pune,Maharashtra
Barista 3146,Cafe,Bhopal,Madhya Pradesh
Gas Agency 3147,Utilities,Chandigarh,Punjab
Myntra 3148,Shopping,Noida,Uttar Pradesh
Vijay Sales 3149,Electronics,Bhopal,Madhya Pradesh
Pantaloons 3150,Fashion,Kolkata,West Bengal
More 3151,Supermarket,Pune,Maharashtra
Gas Agency 3152,Utilities,Kochi,Kerala
Zudio 3153,Fashion,Bengaluru,Karnataka
Vijay Sales 3154,Electronics,Ahmedabad,Gujarat
Vijay Sales 3155,Electronics,Kanpur,Uttar Pradesh
Pantaloons 3156,Fashion,Kanpur,Uttar Pradesh
Amazon 3157,Shopping,Mumbai,Maharashtra
Starbucks 3158,Cafe,Gurgaon,Haryana
Reliance Fresh 3159,Supermarket,Ahmedabad,Gujarat
Goibibo 3160,Travel,Noida,Uttar Pradesh
More 3161,Supermarket,Lucknow,Uttar Pradesh
Meesho 3162,Shopping,Nagpur,Maharashtra
Barista 3163,Cafe,Delhi,Delhi
HP Petrol Pump 3164,Fuel,Pune,Maharashtra
Starbucks 3165,Cafe,Indore,Madhya Pradesh
KFC 3166,Restaurant,Hyderabad,Telangana
Barista 3167,Cafe,Indore,Madhya Pradesh
Starbucks 3168,Cafe,Delhi,Delhi
Croma 3169,Electronics,Hyderabad,Telangana
Goibibo 3170,Travel,Chandigarh,Punjab
Electricity Board 3171,Utilities,Hyderabad,Telangana
Water Supply 3172,Utilities,Pune,Maharashtra
Electricity Board 3173,Utilities,Gurgaon,Haryana
MakeMyTrip 3174,Travel,Mumbai,Maharashtra
Gas Agency 3175,Utilities,Bhopal,Madhya Pradesh
Shell 3176,Fuel,Noida,Uttar Pradesh
Medanta 3177,Hospital,Chennai,Tamil Nadu
McDonald's 3178,Restaurant,Chennai,Tamil Nadu
Bharat Petroleum 3179,Fuel,Indore,Madhya Pradesh
BookMyShow 3180,Entertainment,Chandigarh,Punjab
Barista 3181,Cafe,Kochi,Kerala
Vijay Sales 3182,Electronics,Pune,Maharashtra
Water Supply 3183,Utilities,Noida,Uttar Pradesh
Reliance Digital 3184,Electronics,Kolkata,West Bengal
Goibibo 3185,Travel,Patna,Bihar
MakeMyTrip 3186,Travel,Hyderabad,Telangana
BookMyShow 3187,Entertainment,Kolkata,West Bengal
Max Fashion 3188,Fashion,Bhopal,Madhya Pradesh
Apollo Hospital 3189,Hospital,Surat,Gujarat
PVR 3190,Entertainment,Nagpur,Maharashtra
More 3191,Supermarket,Ahmedabad,Gujarat
Cafe Coffee Day 3192,Cafe,Lucknow,Uttar Pradesh
Medanta 3193,Hospital,Lucknow,Uttar Pradesh
Wellness Forever 3194,Pharmacy,Chennai,Tamil Nadu
Zudio 3195,Fashion,Surat,Gujarat
Reliance Digital 3196,Electronics,Surat,Gujarat
Cafe Coffee Day 3197,Cafe,Nagpur,Maharashtra
McDonald's 3198,Restaurant,Chandigarh,Punjab
Meesho 3199,Shopping,Kanpur,Uttar Pradesh
Cafe Coffee Day 3200,Cafe,Jaipur,Rajasthan
Water Supply 3201,Utilities,Noida,Uttar Pradesh
HP Petrol Pump 3202,Fuel,Kanpur,Uttar Pradesh
Meesho 3203,Shopping,Kolkata,West Bengal
Pantaloons 3204,Fashion,Hyderabad,Telangana
McDonald's 3205,Restaurant,Patna,Bihar
Lifestyle 3206,Fashion,Delhi,Delhi
Shell 3207,Fuel,Bengaluru,Karnataka
Spencer's 3208,Supermarket,Delhi,Delhi
Max Fashion 3209,Fashion,Pune,Maharashtra
Bharat Petroleum 3210,Fuel,Surat,Gujarat
Flipkart 3211,Shopping,Bengaluru,Karnataka
Water Supply 3212,Utilities,Noida,Uttar Pradesh
IRCTC 3213,Travel,Kanpur,Uttar Pradesh
Reliance Digital 3214,Electronics,Mumbai,Maharashtra
Goibibo 3215,Travel,Gurgaon,Haryana
Burger King 3216,Restaurant,Kanpur,Uttar Pradesh
PVR 3217,Entertainment,Bhopal,Madhya Pradesh
Max Fashion 3218,Fashion,Patna,Bihar
Bharat Petroleum 3219,Fuel,Surat,Gujarat
Starbucks 3220,Cafe,Hyderabad,Telangana
Wellness Forever 3221,Pharmacy,Noida,Uttar Pradesh
Reliance Digital 3222,Electronics,Kanpur,Uttar Pradesh
Apollo Pharmacy 3223,Pharmacy,Nagpur,Maharashtra
Pantaloons 3224,Fashion,Jaipur,Rajasthan
Max Hospital 3225,Hospital,Bengaluru,Karnataka
Spencer's 3226,Supermarket,Indore,Madhya Pradesh
Zudio 3227,Fashion,Gurgaon,Haryana
Amazon 3228,Shopping,Bhopal,Madhya Pradesh
Westside 3229,Fashion,Gurgaon,Haryana
Zudio 3230,Fashion,Hyderabad,Telangana
Apollo Pharmacy 3231,Pharmacy,Jaipur,Rajasthan
KFC 3232,Restaurant,Mumbai,Maharashtra
Lifestyle 3233,Fashion,Hyderabad,Telangana
Shell 3234,Fuel,Nagpur,Maharashtra
MakeMyTrip 3235,Travel,Hyderabad,Telangana
Zudio 3236,Fashion,Pune,Maharashtra
Starbucks 3237,Cafe,Pune,Maharashtra
Flipkart 3238,Shopping,Bhopal,Madhya Pradesh
Apollo Pharmacy 3239,Pharmacy,Nagpur,Maharashtra
Amazon 3240,Shopping,Ahmedabad,Gujarat
PVR 3241,Entertainment,Noida,Uttar Pradesh
Barista 3242,Cafe,Noida,Uttar Pradesh
Pizza Hut 3243,Restaurant,Lucknow,Uttar Pradesh
Electricity Board 3244,Utilities,Surat,Gujarat
HP Petrol Pump 3245,Fuel,Ahmedabad,Gujarat
Apollo Pharmacy 3246,Pharmacy,Pune,Maharashtra
INOX 3247,Entertainment,Lucknow,Uttar Pradesh
Pizza Hut 3248,Restaurant,Jaipur,Rajasthan
Gas Agency 3249,Utilities,Noida,Uttar Pradesh
More 3250,Supermarket,Noida,Uttar Pradesh
Vijay Sales 3251,Electronics,Hyderabad,Telangana
Water Supply 3252,Utilities,Kolkata,West Bengal
Cafe Coffee Day 3253,Cafe,Pune,Maharashtra
Electricity Board 3254,Utilities,Gurgaon,Haryana
Goibibo 3255,Travel,Gurgaon,Haryana
Water Supply 3256,Utilities,Ahmedabad,Gujarat
Barista 3257,Cafe,Bhopal,Madhya Pradesh
Shell 3258,Fuel,Chennai,Tamil Nadu
Apollo Hospital 3259,Hospital,Gurgaon,Haryana
Meesho 3260,Shopping,Kanpur,Uttar Pradesh
More 3261,Supermarket,Surat,Gujarat
Westside 3262,Fashion,Pune,Maharashtra
Flipkart 3263,Shopping,Gurgaon,Haryana
Reliance Digital 3264,Electronics,Surat,Gujarat
Shell 3265,Fuel,Gurgaon,Haryana
Lifestyle 3266,Fashion,Indore,Madhya Pradesh
Ajio 3267,Shopping,Pune,Maharashtra
Pantaloons 3268,Fashion,Hyderabad,Telangana
Bharat Petroleum 3269,Fuel,Indore,Madhya Pradesh
Westside 3270,Fashion,Bengaluru,Karnataka
Westside 3271,Fashion,Indore,Madhya Pradesh
Big Bazaar 3272,Supermarket,Patna,Bihar
PVR 3273,Entertainment,Pune,Maharashtra
Zudio 3274,Fashion,Kochi,Kerala
Burger King 3275,Restaurant,Delhi,Delhi
Big Bazaar 3276,Supermarket,Chandigarh,Punjab
Goibibo 3277,Travel,Indore,Madhya Pradesh
INOX 3278,Entertainment,Kolkata,West Bengal
MakeMyTrip 3279,Travel,Surat,Gujarat
Yatra 3280,Travel,Chandigarh,Punjab
Yatra 3281,Travel,Hyderabad,Telangana
Flipkart 3282,Shopping,Chandigarh,Punjab
Domino's 3283,Restaurant,Chennai,Tamil Nadu
Bharat Petroleum 3284,Fuel,Pune,Maharashtra
Wellness Forever 3285,Pharmacy,Delhi,Delhi
Pizza Hut 3286,Restaurant,Chennai,Tamil Nadu
Croma 3287,Electronics,Delhi,Delhi
Electricity Board 3288,Utilities,Delhi,Delhi
Electricity Board 3289,Utilities,Bengaluru,Karnataka
Meesho 3290,Shopping,Jaipur,Rajasthan
Shell 3291,Fuel,Nagpur,Maharashtra
Electricity Board 3292,Utilities,Mumbai,Maharashtra
Apollo Hospital 3293,Hospital,Kochi,Kerala
Pantaloons 3294,Fashion,Surat,Gujarat
Electricity Board 3295,Utilities,Kochi,Kerala
BookMyShow 3296,Entertainment,Bengaluru,Karnataka
Water Supply 3297,Utilities,Delhi,Delhi
Apollo Hospital 3298,Hospital,Ahmedabad,Gujarat
MedPlus 3299,Pharmacy,Mumbai,Maharashtra
Indian Oil 3300,Fuel,Gurgaon,Haryana
Yatra 3301,Travel,Delhi,Delhi
Croma 3302,Electronics,Kanpur,Uttar Pradesh
Westside 3303,Fashion,Chennai,Tamil Nadu
Starbucks 3304,Cafe,Mumbai,Maharashtra
IRCTC 3305,Travel,Bengaluru,Karnataka
MedPlus 3306,Pharmacy,Gurgaon,Haryana
D-Mart 3307,Supermarket,Ahmedabad,Gujarat
Max Hospital 3308,Hospital,Chennai,Tamil Nadu
Max Hospital 3309,Hospital,Noida,Uttar Pradesh
Burger King 3310,Restaurant,Hyderabad,Telangana
Ajio 3311,Shopping,Lucknow,Uttar Pradesh
Cafe Coffee Day 3312,Cafe,Lucknow,Uttar Pradesh
Water Supply 3313,Utilities,Chandigarh,Punjab
Vijay Sales 3314,Electronics,Kanpur,Uttar Pradesh
Wellness Forever 3315,Pharmacy,Mumbai,Maharashtra
Indian Oil 3316,Fuel,Jaipur,Rajasthan
Electricity Board 3317,Utilities,Chandigarh,Punjab
Yatra 3318,Travel,Jaipur,Rajasthan
Shell 3319,Fuel,Lucknow,Uttar Pradesh
Starbucks 3320,Cafe,Patna,Bihar
Pizza Hut 3321,Restaurant,Kolkata,West Bengal
INOX 3322,Entertainment,Patna,Bihar
Reliance Digital 3323,Electronics,Bhopal,Madhya Pradesh
Gas Agency 3324,Utilities,Delhi,Delhi
Burger King 3325,Restaurant,Indore,Madhya Pradesh
Domino's 3326,Restaurant,Bhopal,Madhya Pradesh
Myntra 3327,Shopping,Patna,Bihar
Gas Agency 3328,Utilities,Noida,Uttar Pradesh
Meesho 3329,Shopping,Delhi,Delhi
Medanta 3330,Hospital,Ahmedabad,Gujarat
Shell 3331,Fuel,Pune,Maharashtra
Croma 3332,Electronics,Gurgaon,Haryana
KFC 3333,Restaurant,Indore,Madhya Pradesh
Lifestyle 3334,Fashion,Pune,Maharashtra
Burger King 3335,Restaurant,Ahmedabad,Gujarat
Wellness Forever 3336,Pharmacy,Delhi,Delhi
Vijay Sales 3337,Electronics,Nagpur,Maharashtra
BookMyShow 3338,Entertainment,Noida,Uttar Pradesh
Reliance Fresh 3339,Supermarket,Mumbai,Maharashtra
Croma 3340,Electronics,Indore,Madhya Pradesh
Wellness Forever 3341,Pharmacy,Hyderabad,Telangana
Big Bazaar 3342,Supermarket,Kanpur,Uttar Pradesh
MakeMyTrip 3343,Travel,Chandigarh,Punjab
Starbucks 3344,Cafe,Lucknow,Uttar Pradesh
Westside 3345,Fashion,Jaipur,Rajasthan
Vijay Sales 3346,Electronics,Chennai,Tamil Nadu
Apollo Hospital 3347,Hospital,Chandigarh,Punjab
Ajio 3348,Shopping,Jaipur,Rajasthan
Pizza Hut 3349,Restaurant,Chennai,Tamil Nadu
Electricity Board 3350,Utilities,Patna,Bihar
Croma 3351,Electronics,Jaipur,Rajasthan
Medanta 3352,Hospital,Kolkata,West Bengal
Shell 3353,Fuel,Noida,Uttar Pradesh
Goibibo 3354,Travel,Ahmedabad,Gujarat
D-Mart 3355,Supermarket,Hyderabad,Telangana
INOX 3356,Entertainment,Indore,Madhya Pradesh
Electricity Board 3357,Utilities,Gurgaon,Haryana
Starbucks 3358,Cafe,Indore,Madhya Pradesh
Meesho 3359,Shopping,Surat,Gujarat
BookMyShow 3360,Entertainment,Delhi,Delhi
Shell 3361,Fuel,Kanpur,Uttar Pradesh
Westside 3362,Fashion,Patna,Bihar
Spencer's 3363,Supermarket,Nagpur,Maharashtra
INOX 3364,Entertainment,Gurgaon,Haryana
Apollo Pharmacy 3365,Pharmacy,Bengaluru,Karnataka
Ajio 3366,Shopping,Lucknow,Uttar Pradesh
Max Hospital 3367,Hospital,Kochi,Kerala
Max Hospital 3368,Hospital,Kolkata,West Bengal
Wellness Forever 3369,Pharmacy,Mumbai,Maharashtra
McDonald's 3370,Restaurant,Lucknow,Uttar Pradesh
Gas Agency 3371,Utilities,Kochi,Kerala
BookMyShow 3372,Entertainment,Surat,Gujarat
HP Petrol Pump 3373,Fuel,Bhopal,Madhya Pradesh
Electricity Board 3374,Utilities,Noida,Uttar Pradesh
Reliance Fresh 3375,Supermarket,Surat,Gujarat
Spencer's 3376,Supermarket,Kanpur,Uttar Pradesh
Yatra 3377,Travel,Surat,Gujarat
Cafe Coffee Day 3378,Cafe,Ahmedabad,Gujarat
IRCTC 3379,Travel,Delhi,Delhi
Wellness Forever 3380,Pharmacy,Hyderabad,Telangana
Electricity Board 3381,Utilities,Hyderabad,Telangana
MakeMyTrip 3382,Travel,Indore,Madhya Pradesh
Pantaloons 3383,Fashion,Ahmedabad,Gujarat
KFC 3384,Restaurant,Kolkata,West Bengal
Apollo Hospital 3385,Hospital,Kochi,Kerala
McDonald's 3386,Restaurant,Delhi,Delhi
Gas Agency 3387,Utilities,Pune,Maharashtra
Max Hospital 3388,Hospital,Nagpur,Maharashtra
Zudio 3389,Fashion,Indore,Madhya Pradesh
Zudio 3390,Fashion,Delhi,Delhi
Zudio 3391,Fashion,Mumbai,Maharashtra
Bharat Petroleum 3392,Fuel,Indore,Madhya Pradesh
IRCTC 3393,Travel,Gurgaon,Haryana
HP Petrol Pump 3394,Fuel,Ahmedabad,Gujarat
Wellness Forever 3395,Pharmacy,Lucknow,Uttar Pradesh
Apollo Hospital 3396,Hospital,Kochi,Kerala
Shell 3397,Fuel,Kanpur,Uttar Pradesh
Pizza Hut 3398,Restaurant,Chandigarh,Punjab
INOX 3399,Entertainment,Kanpur,Uttar Pradesh
Spencer's 3400,Supermarket,Kochi,Kerala
Max Hospital 3401,Hospital,Delhi,Delhi
Fortis 3402,Hospital,Chennai,Tamil Nadu
Croma 3403,Electronics,Bhopal,Madhya Pradesh
Barista 3404,Cafe,Bengaluru,Karnataka
Starbucks 3405,Cafe,Patna,Bihar
Croma 3406,Electronics,Bengaluru,Karnataka
Barista 3407,Cafe,Patna,Bihar
Burger King 3408,Restaurant,Lucknow,Uttar Pradesh
HP Petrol Pump 3409,Fuel,Gurgaon,Haryana
IRCTC 3410,Travel,Bengaluru,Karnataka
Wellness Forever 3411,Pharmacy,Chennai,Tamil Nadu
Electricity Board 3412,Utilities,Patna,Bihar
Spencer's 3413,Supermarket,Hyderabad,Telangana
Reliance Digital 3414,Electronics,Jaipur,Rajasthan
Cafe Coffee Day 3415,Cafe,Jaipur,Rajasthan
Pantaloons 3416,Fashion,Jaipur,Rajasthan
Max Fashion 3417,Fashion,Noida,Uttar Pradesh
Indian Oil 3418,Fuel,Hyderabad,Telangana
Vijay Sales 3419,Electronics,Mumbai,Maharashtra
Starbucks 3420,Cafe,Nagpur,Maharashtra
Shell 3421,Fuel,Kanpur,Uttar Pradesh
Zudio 3422,Fashion,Chennai,Tamil Nadu
Ajio 3423,Shopping,Kolkata,West Bengal
Apollo Pharmacy 3424,Pharmacy,Nagpur,Maharashtra
Vijay Sales 3425,Electronics,Kanpur,Uttar Pradesh
INOX 3426,Entertainment,Nagpur,Maharashtra
Lifestyle 3427,Fashion,Ahmedabad,Gujarat
Cafe Coffee Day 3428,Cafe,Nagpur,Maharashtra
Ajio 3429,Shopping,Noida,Uttar Pradesh
PVR 3430,Entertainment,Kolkata,West Bengal
Amazon 3431,Shopping,Surat,Gujarat
Medanta 3432,Hospital,Indore,Madhya Pradesh
Pizza Hut 3433,Restaurant,Mumbai,Maharashtra
Starbucks 3434,Cafe,Delhi,Delhi
MakeMyTrip 3435,Travel,Lucknow,Uttar Pradesh
Westside 3436,Fashion,Delhi,Delhi
Vijay Sales 3437,Electronics,Surat,Gujarat
Shell 3438,Fuel,Bhopal,Madhya Pradesh
Meesho 3439,Shopping,Pune,Maharashtra
McDonald's 3440,Restaurant,Mumbai,Maharashtra
Barista 3441,Cafe,Mumbai,Maharashtra
Water Supply 3442,Utilities,Kolkata,West Bengal
Gas Agency 3443,Utilities,Patna,Bihar
Zudio 3444,Fashion,Lucknow,Uttar Pradesh
Water Supply 3445,Utilities,Chandigarh,Punjab
Zudio 3446,Fashion,Indore,Madhya Pradesh
Water Supply 3447,Utilities,Surat,Gujarat
MedPlus 3448,Pharmacy,Nagpur,Maharashtra
Barista 3449,Cafe,Bengaluru,Karnataka
Barista 3450,Cafe,Lucknow,Uttar Pradesh
Shell 3451,Fuel,Indore,Madhya Pradesh
Meesho 3452,Shopping,Pune,Maharashtra
Pizza Hut 3453,Restaurant,Jaipur,Rajasthan
Max Fashion 3454,Fashion,Nagpur,Maharashtra
Reliance Fresh 3455,Supermarket,Delhi,Delhi
Spencer's 3456,Supermarket,Surat,Gujarat
MedPlus 3457,Pharmacy,Mumbai,Maharashtra
Vijay Sales 3458,Electronics,Lucknow,Uttar Pradesh
Gas Agency 3459,Utilities,Bengaluru,Karnataka
Barista 3460,Cafe,Lucknow,Uttar Pradesh
Max Fashion 3461,Fashion,Jaipur,Rajasthan
Indian Oil 3462,Fuel,Kolkata,West Bengal
Meesho 3463,Shopping,Kolkata,West Bengal
Pantaloons 3464,Fashion,Hyderabad,Telangana
Yatra 3465,Travel,Chennai,Tamil Nadu
Goibibo 3466,Travel,Noida,Uttar Pradesh
Reliance Fresh 3467,Supermarket,Pune,Maharashtra
Meesho 3468,Shopping,Delhi,Delhi
Myntra 3469,Shopping,Surat,Gujarat
IRCTC 3470,Travel,Hyderabad,Telangana
Myntra 3471,Shopping,Chennai,Tamil Nadu
More 3472,Supermarket,Patna,Bihar
PVR 3473,Entertainment,Indore,Madhya Pradesh
Starbucks 3474,Cafe,Delhi,Delhi
D-Mart 3475,Supermarket,Chennai,Tamil Nadu
Apollo Pharmacy 3476,Pharmacy,Bengaluru,Karnataka
Barista 3477,Cafe,Patna,Bihar
Zudio 3478,Fashion,Chandigarh,Punjab
Apollo Hospital 3479,Hospital,Patna,Bihar
Pantaloons 3480,Fashion,Noida,Uttar Pradesh
Apollo Pharmacy 3481,Pharmacy,Lucknow,Uttar Pradesh
Electricity Board 3482,Utilities,Lucknow,Uttar Pradesh
Starbucks 3483,Cafe,Noida,Uttar Pradesh
Fortis 3484,Hospital,Nagpur,Maharashtra
Myntra 3485,Shopping,Ahmedabad,Gujarat
Ajio 3486,Shopping,Kanpur,Uttar Pradesh
HP Petrol Pump 3487,Fuel,Kolkata,West Bengal
Water Supply 3488,Utilities,Delhi,Delhi
Bharat Petroleum 3489,Fuel,Chennai,Tamil Nadu
Zudio 3490,Fashion,Lucknow,Uttar Pradesh
PVR 3491,Entertainment,Surat,Gujarat
Pantaloons 3492,Fashion,Gurgaon,Haryana
Water Supply 3493,Utilities,Chandigarh,Punjab
Reliance Digital 3494,Electronics,Lucknow,Uttar Pradesh
HP Petrol Pump 3495,Fuel,Jaipur,Rajasthan
Max Fashion 3496,Fashion,Jaipur,Rajasthan
Burger King 3497,Restaurant,Chennai,Tamil Nadu
Indian Oil 3498,Fuel,Gurgaon,Haryana
PVR 3499,Entertainment,Noida,Uttar Pradesh
Cafe Coffee Day 3500,Cafe,Lucknow,Uttar Pradesh
Shell 3501,Fuel,Bengaluru,Karnataka
IRCTC 3502,Travel,Mumbai,Maharashtra
Water Supply 3503,Utilities,Mumbai,Maharashtra
Reliance Digital 3504,Electronics,Kochi,Kerala
Water Supply 3505,Utilities,Mumbai,Maharashtra
Cafe Coffee Day 3506,Cafe,Kanpur,Uttar Pradesh
Reliance Digital 3507,Electronics,Chandigarh,Punjab
Fortis 3508,Hospital,Kochi,Kerala
Fortis 3509,Hospital,Lucknow,Uttar Pradesh
Burger King 3510,Restaurant,Mumbai,Maharashtra
Indian Oil 3511,Fuel,Gurgaon,Haryana
PVR 3512,Entertainment,Lucknow,Uttar Pradesh
Wellness Forever 3513,Pharmacy,Pune,Maharashtra
PVR 3514,Entertainment,Patna,Bihar
Croma 3515,Electronics,Surat,Gujarat
D-Mart 3516,Supermarket,Gurgaon,Haryana
McDonald's 3517,Restaurant,Hyderabad,Telangana
Croma 3518,Electronics,Kolkata,West Bengal
KFC 3519,Restaurant,Patna,Bihar
Gas Agency 3520,Utilities,Nagpur,Maharashtra
Pantaloons 3521,Fashion,Patna,Bihar
Reliance Digital 3522,Electronics,Kochi,Kerala
Electricity Board 3523,Utilities,Bengaluru,Karnataka
Indian Oil 3524,Fuel,Delhi,Delhi
Big Bazaar 3525,Supermarket,Gurgaon,Haryana
Fortis 3526,Hospital,Bengaluru,Karnataka
Burger King 3527,Restaurant,Ahmedabad,Gujarat
Ajio 3528,Shopping,Noida,Uttar Pradesh
Vijay Sales 3529,Electronics,Gurgaon,Haryana
Vijay Sales 3530,Electronics,Noida,Uttar Pradesh
D-Mart 3531,Supermarket,Kanpur,Uttar Pradesh
Westside 3532,Fashion,Indore,Madhya Pradesh
Pizza Hut 3533,Restaurant,Lucknow,Uttar Pradesh
Lifestyle 3534,Fashion,Nagpur,Maharashtra
Wellness Forever 3535,Pharmacy,Indore,Madhya Pradesh
Indian Oil 3536,Fuel,Mumbai,Maharashtra
Zudio 3537,Fashion,Noida,Uttar Pradesh
BookMyShow 3538,Entertainment,Jaipur,Rajasthan
Starbucks 3539,Cafe,Jaipur,Rajasthan
Wellness Forever 3540,Pharmacy,Kochi,Kerala
Yatra 3541,Travel,Gurgaon,Haryana
Electricity Board 3542,Utilities,Patna,Bihar
Barista 3543,Cafe,Noida,Uttar Pradesh
Reliance Digital 3544,Electronics,Pune,Maharashtra
Flipkart 3545,Shopping,Noida,Uttar Pradesh
BookMyShow 3546,Entertainment,Jaipur,Rajasthan
Spencer's 3547,Supermarket,Chandigarh,Punjab
Domino's 3548,Restaurant,Kochi,Kerala
More 3549,Supermarket,Pune,Maharashtra
McDonald's 3550,Restaurant,Chennai,Tamil Nadu
Fortis 3551,Hospital,Nagpur,Maharashtra
Electricity Board 3552,Utilities,Indore,Madhya Pradesh
Bharat Petroleum 3553,Fuel,Bhopal,Madhya Pradesh
Cafe Coffee Day 3554,Cafe,Bengaluru,Karnataka
Indian Oil 3555,Fuel,Bhopal,Madhya Pradesh
Croma 3556,Electronics,Noida,Uttar Pradesh
INOX 3557,Entertainment,Pune,Maharashtra
Lifestyle 3558,Fashion,Chennai,Tamil Nadu
Bharat Petroleum 3559,Fuel,Patna,Bihar
Pantaloons 3560,Fashion,Mumbai,Maharashtra
Reliance Digital 3561,Electronics,Kolkata,West Bengal
Shell 3562,Fuel,Surat,Gujarat
Spencer's 3563,Supermarket,Lucknow,Uttar Pradesh
Electricity Board 3564,Utilities,Indore,Madhya Pradesh
KFC 3565,Restaurant,Noida,Uttar Pradesh
Big Bazaar 3566,Supermarket,Delhi,Delhi
Burger King 3567,Restaurant,Lucknow,Uttar Pradesh
Vijay Sales 3568,Electronics,Gurgaon,Haryana
Gas Agency 3569,Utilities,Nagpur,Maharashtra
Westside 3570,Fashion,Nagpur,Maharashtra
INOX 3571,Entertainment,Hyderabad,Telangana
Burger King 3572,Restaurant,Patna,Bihar
Burger King 3573,Restaurant,Hyderabad,Telangana
Burger King 3574,Restaurant,Mumbai,Maharashtra
MakeMyTrip 3575,Travel,Indore,Madhya Pradesh
HP Petrol Pump 3576,Fuel,Kolkata,West Bengal
Water Supply 3577,Utilities,Chennai,Tamil Nadu
Apollo Pharmacy 3578,Pharmacy,Chennai,Tamil Nadu
Electricity Board 3579,Utilities,Gurgaon,Haryana
Indian Oil 3580,Fuel,Gurgaon,Haryana
Barista 3581,Cafe,Gurgaon,Haryana
Goibibo 3582,Travel,Lucknow,Uttar Pradesh
Gas Agency 3583,Utilities,Chandigarh,Punjab
Starbucks 3584,Cafe,Bengaluru,Karnataka
INOX 3585,Entertainment,Ahmedabad,Gujarat
BookMyShow 3586,Entertainment,Bengaluru,Karnataka
D-Mart 3587,Supermarket,Indore,Madhya Pradesh
Yatra 3588,Travel,Noida,Uttar Pradesh
INOX 3589,Entertainment,Kochi,Kerala
MedPlus 3590,Pharmacy,Ahmedabad,Gujarat
MakeMyTrip 3591,Travel,Jaipur,Rajasthan
