fraud_id,transaction_id,fraud_type,risk_score,detected_date,investigation_status
3257,143879,Identity Theft,92,2025-10-11,Open
3258,282606,Identity Theft,71,2025-07-19,Open
3259,251238,Phishing,62,2024-07-21,Closed
3260,483993,Account Takeover,63,2026-06-09,Under Investigation
3261,85675,Suspicious Transfer,91,2026-05-03,Open
3262,439716,Account Takeover,84,2026-03-05,Resolved
3263,188502,Card Skimming,100,2025-07-12,Under Investigation
3264,299612,Card Skimming,92,2025-09-02,Closed
3265,498132,Account Takeover,98,2026-02-12,Resolved
3266,294735,Phishing,100,2025-10-26,Resolved
3267,108527,Suspicious Transfer,60,2024-11-13,Resolved
3268,473457,Fake Merchant,100,2025-01-04,Closed
3269,191351,Phishing,84,2026-01-10,Open
3270,221595,Card Skimming,73,2024-12-23,Closed
3271,17755,International Fraud,72,2026-05-11,Under Investigation
3272,348563,Card Skimming,97,2026-06-27,Under Investigation
3273,420561,Phishing,85,2026-01-28,Open
3274,142683,International Fraud,84,2025-02-27,Closed
3275,2348,Card Skimming,73,2024-11-14,Closed
3276,130807,Account Takeover,74,2024-12-23,Resolved
3277,4750,Card Skimming,68,2026-02-21,Closed
3278,190213,Identity Theft,99,2025-02-07,Open
3279,365226,Card Skimming,78,2024-11-14,Closed
3280,340626,Money Laundering,99,2025-03-17,Open
3281,153013,High Value Withdrawal,69,2024-10-16,Open
3282,58770,Duplicate Transaction,69,2026-02-26,Under Investigation
3283,336160,Suspicious Transfer,62,2026-03-08,Open
3284,412978,Suspicious Transfer,85,2025-10-18,Closed
3285,320232,Account Takeover,100,2024-08-10,Open
3286,269128,Fake Merchant,84,2025-11-20,Resolved
3287,468519,Money Laundering,82,2025-01-31,Closed
3288,130523,Duplicate Transaction,90,2026-06-17,Open
3289,235838,Identity Theft,82,2025-09-06,Resolved
3290,492438,High Value Withdrawal,88,2025-04-18,Under Investigation
3291,409019,Phishing,96,2025-10-26,Closed
3292,419851,Money Laundering,100,2025-09-22,Under Investigation
3293,337635,Card Skimming,60,2025-07-29,Closed
3294,472652,Suspicious Transfer,79,2025-06-12,Resolved
3295,180358,Duplicate Transaction,85,2025-11-12,Closed
3296,412191,Phishing,100,2026-05-09,Under Investigation
3297,428317,Fake Merchant,82,2026-06-10,Closed
3298,398430,Money Laundering,94,2025-07-11,Open
3299,3742,Phishing,85,2025-11-21,Under Investigation
3300,45742,Phishing,75,2026-02-06,Resolved
3301,290721,Phishing,75,2026-01-27,Open
3302,151047,Duplicate Transaction,75,2026-07-02,Closed
3303,218038,Money Laundering,84,2026-03-13,Open
3304,387270,Identity Theft,74,2026-01-06,Closed
3305,461163,Phishing,80,2026-04-10,Closed
3306,283377,Card Skimming,99,2025-10-27,Under Investigation
3307,264035,Card Skimming,67,2025-10-02,Resolved
3308,384899,Fake Merchant,70,2025-09-23,Resolved
3309,324180,Card Skimming,96,2026-07-01,Closed
3310,312121,Phishing,100,2024-10-14,Resolved
3311,208993,Phishing,88,2025-12-09,Under Investigation
3312,244500,Fake Merchant,76,2025-03-09,Open
3313,277329,Money Laundering,98,2025-01-22,Resolved
3314,35625,High Value Withdrawal,71,2025-11-15,Resolved
3315,433589,Phishing,80,2026-05-12,Closed
3316,319607,Fake Merchant,64,2026-05-15,Open
3317,256464,Suspicious Transfer,98,2025-11-23,Open
3318,239989,Fake Merchant,99,2024-10-29,Resolved
3319,233128,Suspicious Transfer,92,2025-03-23,Under Investigation
3320,122951,Suspicious Transfer,92,2025-02-28,Open
3321,13445,Account Takeover,74,2025-12-19,Resolved
3322,332141,Money Laundering,77,2026-05-27,Open
3323,58892,Phishing,77,2024-10-03,Open
3324,126432,International Fraud,85,2025-01-29,Resolved
3325,386375,High Value Withdrawal,82,2025-11-01,Under Investigation
3326,485977,Money Laundering,100,2024-07-25,Resolved
3327,358789,Money Laundering,63,2024-10-19,Closed
3328,470594,Fake Merchant,84,2025-01-08,Closed
3329,114821,Fake Merchant,89,2026-04-18,Open
3330,115864,Duplicate Transaction,92,2025-12-19,Closed
3331,356902,International Fraud,73,2024-12-27,Under Investigation
3332,429408,Duplicate Transaction,96,2024-07-11,Closed
3333,495735,Identity Theft,74,2025-07-10,Open
3334,22641,Identity Theft,86,2025-06-02,Open
3335,172076,Account Takeover,70,2025-01-09,Closed
3336,238228,Card Skimming,84,2024-09-13,Under Investigation
3337,473352,Identity Theft,92,2026-06-13,Resolved
3338,496627,High Value Withdrawal,79,2025-01-15,Open
3339,418447,High Value Withdrawal,77,2026-02-15,Closed
3340,202791,Card Skimming,60,2025-06-11,Resolved
3341,475826,Money Laundering,64,2025-11-09,Resolved
3342,199773,Duplicate Transaction,95,2025-03-17,Closed
3343,102402,Card Skimming,83,2026-02-14,Closed
3344,179645,Duplicate Transaction,75,2025-06-11,Open
3345,94688,Account Takeover,99,2025-03-22,Closed
3346,461894,Card Skimming,95,2026-04-17,Open
3347,321684,Money Laundering,90,2025-05-14,Under Investigation
3348,440791,Money Laundering,65,2025-09-03,Open
3349,147333,Account Takeover,74,2026-04-08,Resolved
3350,40716,Card Skimming,86,2025-01-13,Open
3351,150207,Duplicate Transaction,65,2024-07-31,Under Investigation
3352,173225,Duplicate Transaction,68,2024-09-16,Open
3353,56218,Identity Theft,75,2026-02-25,Closed
3354,127011,International Fraud,92,2024-07-30,Resolved
3355,256156,Account Takeover,78,2026-01-31,Under Investigation
3356,250840,Duplicate Transaction,70,2024-07-10,Open
3357,77359,Money Laundering,80,2026-02-17,Resolved
3358,474521,High Value Withdrawal,98,2024-11-09,Closed
3359,107160,Duplicate Transaction,79,2025-03-22,Under Investigation
3360,83540,Account Takeover,96,2025-04-18,Resolved
3361,40658,Card Skimming,74,2025-10-11,Resolved
3362,498097,International Fraud,82,2025-08-15,Closed
3363,483320,Fake Merchant,98,2026-01-27,Under Investigation
3364,59783,Suspicious Transfer,95,2024-08-12,Open
3365,90324,International Fraud,68,2024-08-13,Under Investigation
3366,497247,Fake Merchant,70,2024-08-02,Open
3367,497288,Fake Merchant,61,2024-11-05,Open
3368,162602,Duplicate Transaction,80,2024-07-13,Open
3369,387631,Identity Theft,74,2025-09-30,Resolved
3370,453884,High Value Withdrawal,89,2026-02-16,Resolved
3371,94319,Fake Merchant,78,2025-10-26,Closed
3372,48262,Fake Merchant,87,2025-12-08,Under Investigation
3373,111161,Money Laundering,91,2025-10-24,Resolved
3374,404221,Money Laundering,100,2025-04-23,Open
3375,443367,Phishing,65,2025-12-25,Resolved
3376,98237,Suspicious Transfer,97,2025-08-09,Resolved
3377,82352,Fake Merchant,82,2025-01-12,Resolved
3378,133521,International Fraud,85,2026-05-02,Resolved
3379,361997,Phishing,98,2024-09-23,Under Investigation
3380,497449,Duplicate Transaction,88,2024-11-24,Under Investigation
3381,17960,High Value Withdrawal,60,2025-01-15,Resolved
3382,336128,Duplicate Transaction,88,2026-06-05,Closed
3383,409576,Money Laundering,87,2025-11-16,Open
3384,348189,Identity Theft,94,2024-11-28,Resolved
3385,429411,Money Laundering,91,2025-10-22,Resolved
3386,380918,Fake Merchant,86,2026-02-18,Closed
3387,237373,Card Skimming,100,2026-01-21,Under Investigation
3388,72492,Money Laundering,91,2026-06-07,Under Investigation
3389,332856,Fake Merchant,71,2025-02-13,Resolved
3390,434761,Money Laundering,65,2024-08-12,Resolved
3391,127650,Phishing,86,2025-06-27,Open
3392,242110,Fake Merchant,74,2025-01-29,Open
3393,328435,Fake Merchant,96,2024-07-09,Closed
3394,98873,Identity Theft,63,2025-03-13,Open
3395,427386,High Value Withdrawal,85,2025-01-20,Resolved
3396,65661,Duplicate Transaction,72,2026-06-24,Open
3397,252609,Card Skimming,96,2024-10-13,Open
3398,201605,High Value Withdrawal,86,2026-03-31,Resolved
3399,253173,Money Laundering,71,2026-06-15,Resolved
3400,139740,Fake Merchant,98,2025-08-10,Under Investigation
3401,55998,International Fraud,91,2026-01-04,Open
3402,191747,Fake Merchant,99,2024-09-23,Open
3403,441781,International Fraud,75,2025-04-14,Closed
3404,355545,Money Laundering,61,2026-03-12,Resolved
3405,96285,Fake Merchant,94,2026-06-13,Open
3406,247413,Money Laundering,62,2025-02-01,Open
3407,372201,Duplicate Transaction,94,2025-03-08,Closed
3408,88811,Suspicious Transfer,96,2024-07-26,Under Investigation
3409,187128,Phishing,61,2025-11-02,Under Investigation
3410,276326,Suspicious Transfer,81,2025-12-18,Resolved
3411,431714,Identity Theft,94,2025-03-26,Closed
3412,135173,International Fraud,75,2025-06-18,Under Investigation
3413,416225,Phishing,70,2025-12-09,Open
3414,430017,Phishing,63,2026-07-02,Open
3415,445870,Fake Merchant,68,2025-07-17,Under Investigation
3416,475419,Phishing,95,2025-12-14,Open
3417,324115,Phishing,84,2026-05-17,Closed
3418,468212,High Value Withdrawal,81,2024-07-31,Under Investigation
3419,193587,Identity Theft,83,2025-07-10,Under Investigation
3420,414271,Card Skimming,77,2025-05-06,Open
3421,162039,International Fraud,89,2024-10-01,Open
3422,120045,Identity Theft,100,2026-06-12,Open
3423,14145,Duplicate Transaction,80,2025-12-11,Under Investigation
3424,105178,High Value Withdrawal,97,2025-11-10,Closed
3425,396175,Duplicate Transaction,70,2025-04-04,Open
3426,44414,Money Laundering,80,2025-07-14,Closed
3427,368079,Account Takeover,82,2025-01-08,Resolved
3428,148557,Card Skimming,72,2025-08-23,Open
3429,288613,Phishing,100,2024-12-02,Resolved
3430,120648,Account Takeover,94,2026-06-17,Under Investigation
3431,188746,Phishing,62,2025-08-14,Under Investigation
3432,395341,Money Laundering,88,2026-06-28,Under Investigation
3433,422024,Identity Theft,68,2026-03-01,Under Investigation
3434,266055,Money Laundering,61,2025-05-01,Open
3435,391146,Suspicious Transfer,62,2024-07-14,Closed
3436,185074,International Fraud,84,2025-01-23,Under Investigation
3437,330003,High Value Withdrawal,95,2025-08-28,Closed
3438,227882,Phishing,85,2025-10-26,Under Investigation
3439,76419,Fake Merchant,86,2026-07-02,Closed
3440,294998,Card Skimming,61,2025-09-13,Open
3441,167479,Fake Merchant,90,2026-04-29,Under Investigation
3442,424110,Suspicious Transfer,71,2025-03-15,Closed
3443,130657,Account Takeover,85,2026-02-04,Open
3444,207103,Money Laundering,69,2024-10-10,Open
3445,69215,Money Laundering,88,2025-08-23,Under Investigation
3446,478896,Fake Merchant,100,2025-10-18,Open
3447,495851,High Value Withdrawal,96,2025-06-28,Resolved
3448,191010,Money Laundering,70,2025-06-05,Under Investigation
3449,155250,Money Laundering,95,2025-09-29,Open
3450,72088,Account Takeover,94,2024-12-08,Resolved
3451,13491,International Fraud,60,2024-11-28,Closed
3452,479203,Identity Theft,64,2026-02-20,Open
3453,356062,International Fraud,100,2025-01-04,Under Investigation
3454,210449,Suspicious Transfer,69,2024-08-19,Open
3455,217736,International Fraud,84,2025-07-09,Under Investigation
3456,78360,Identity Theft,93,2025-06-16,Resolved
3457,157203,Suspicious Transfer,77,2024-09-15,Resolved
3458,304244,Duplicate Transaction,94,2025-12-03,Open
3459,439310,Duplicate Transaction,64,2026-04-08,Closed
3460,13091,Account Takeover,96,2025-10-17,Open
3461,294076,Duplicate Transaction,68,2025-04-29,Closed
3462,453692,Account Takeover,63,2026-06-28,Open
3463,1973,Identity Theft,62,2025-06-28,Closed
3464,151640,High Value Withdrawal,84,2025-05-10,Open
3465,106565,Duplicate Transaction,81,2025-01-26,Open
3466,85115,Phishing,68,2026-06-21,Under Investigation
3467,402379,Suspicious Transfer,99,2026-03-11,Under Investigation
3468,74921,Duplicate Transaction,91,2026-01-24,Open
3469,236006,Identity Theft,84,2026-05-24,Under Investigation
3470,304024,Phishing,75,2026-06-04,Open
3471,174724,Identity Theft,100,2026-04-07,Resolved
3472,324675,International Fraud,81,2026-02-25,Under Investigation
3473,137890,Suspicious Transfer,60,2024-08-04,Open
3474,30398,International Fraud,81,2024-12-02,Resolved
3475,368683,High Value Withdrawal,98,2024-11-30,Open
3476,352611,Card Skimming,93,2026-05-11,Resolved
3477,104043,Account Takeover,88,2025-01-11,Resolved
3478,417805,Card Skimming,92,2025-02-09,Open
3479,470529,Money Laundering,100,2024-09-28,Resolved
3480,259138,Fake Merchant,99,2025-06-27,Resolved
3481,495065,Card Skimming,60,2024-12-22,Closed
3482,387175,Identity Theft,80,2026-04-09,Open
3483,298301,Fake Merchant,83,2024-08-31,Under Investigation
3484,477578,Suspicious Transfer,63,2025-02-15,Closed
3485,150830,International Fraud,81,2025-11-25,Under Investigation
3486,88394,Money Laundering,81,2024-11-11,Under Investigation
3487,298312,International Fraud,90,2024-09-03,Resolved
3488,268527,Phishing,70,2025-01-27,Open
3489,248533,Duplicate Transaction,91,2025-06-28,Closed
3490,194116,Suspicious Transfer,81,2025-07-06,Open
3491,7988,Duplicate Transaction,67,2026-03-12,Resolved
3492,459355,High Value Withdrawal,78,2024-12-22,Under Investigation
3493,455806,Card Skimming,95,2024-10-02,Closed
3494,103684,Card Skimming,76,2024-09-10,Open
3495,208361,Fake Merchant,63,2025-05-05,Resolved
3496,370280,High Value Withdrawal,88,2026-02-04,Under Investigation
3497,412765,International Fraud,91,2025-11-01,Under Investigation
3498,117777,Phishing,70,2025-11-12,Closed
3499,164292,International Fraud,70,2024-09-09,Under Investigation
3500,144453,Duplicate Transaction,72,2025-12-26,Under Investigation
3501,326379,Fake Merchant,63,2026-03-24,Open
3502,3679,Money Laundering,76,2026-03-18,Resolved
3503,96705,Suspicious Transfer,77,2024-12-08,Under Investigation
3504,298611,Suspicious Transfer,63,2024-07-25,Open
3505,408913,Duplicate Transaction,93,2026-05-25,Open
3506,190986,Card Skimming,88,2025-10-22,Under Investigation
3507,325570,High Value Withdrawal,100,2026-06-04,Closed
3508,63368,Phishing,66,2026-04-19,Open
3509,277112,High Value Withdrawal,80,2025-10-30,Closed
3510,199613,Duplicate Transaction,82,2025-06-30,Closed
3511,224774,Card Skimming,92,2025-10-23,Under Investigation
3512,256378,International Fraud,92,2024-09-09,Resolved
3513,101788,Identity Theft,94,2024-07-05,Resolved
3514,206038,Duplicate Transaction,84,2025-06-02,Resolved
3515,298859,Money Laundering,98,2025-01-06,Resolved
3516,156468,Account Takeover,95,2025-10-30,Closed
3517,183588,Money Laundering,77,2024-11-01,Resolved
3518,303459,Card Skimming,88,2025-12-30,Closed
3519,324511,Account Takeover,60,2026-01-10,Open
3520,207972,Account Takeover,77,2025-08-24,Closed
3521,317353,Money Laundering,91,2025-06-04,Under Investigation
3522,358495,Duplicate Transaction,63,2025-01-14,Resolved
3523,288047,High Value Withdrawal,93,2025-11-10,Resolved
3524,387704,Phishing,85,2025-03-20,Closed
3525,122359,International Fraud,61,2026-06-14,Closed
3526,305832,Suspicious Transfer,74,2024-10-02,Resolved
3527,486258,Suspicious Transfer,99,2024-07-03,Open
3528,294615,Identity Theft,66,2024-10-24,Under Investigation
3529,358407,High Value Withdrawal,88,2025-11-23,Resolved
3530,268769,Duplicate Transaction,65,2024-10-01,Open
3531,7511,Card Skimming,91,2025-05-12,Closed
3532,117154,Identity Theft,83,2026-01-17,Resolved
3533,289715,Suspicious Transfer,85,2026-01-18,Under Investigation
3534,259784,Phishing,86,2026-06-03,Closed
3535,305221,Fake Merchant,79,2025-07-22,Closed
3536,157269,Card Skimming,69,2026-01-27,Resolved
3537,44831,Duplicate Transaction,62,2024-09-20,Open
3538,68924,Phishing,100,2026-02-09,Open
3539,95296,Fake Merchant,63,2026-03-03,Closed
3540,186996,Phishing,78,2025-01-02,Under Investigation
3541,131969,Phishing,61,2024-12-12,Under Investigation
3542,262227,Money Laundering,74,2024-12-26,Under Investigation
3543,498039,Phishing,80,2025-09-04,Under Investigation
3544,16883,Money Laundering,62,2025-07-24,Closed
3545,11743,Card Skimming,74,2025-06-25,Closed
3546,76774,Account Takeover,73,2026-02-12,Resolved
3547,15449,Duplicate Transaction,61,2024-11-24,Closed
3548,367145,Money Laundering,97,2025-03-08,Under Investigation
3549,431330,International Fraud,92,2024-10-15,Resolved
3550,335512,High Value Withdrawal,64,2026-02-13,Open
3551,87003,Identity Theft,75,2026-03-02,Under Investigation
3552,440583,International Fraud,77,2026-05-10,Under Investigation
3553,175424,International Fraud,100,2024-09-18,Under Investigation
3554,477385,High Value Withdrawal,72,2026-06-16,Resolved
3555,163817,High Value Withdrawal,70,2026-04-24,Closed
3556,365567,Duplicate Transaction,94,2026-05-28,Open
3557,215099,International Fraud,94,2024-09-14,Open
3558,57122,International Fraud,72,2024-07-19,Under Investigation
3559,329578,Identity Theft,60,2026-01-06,Open
3560,464844,Fake Merchant,79,2025-12-10,Under Investigation
3561,455857,Phishing,79,2026-06-09,Under Investigation
3562,239851,Phishing,92,2025-09-14,Open
3563,325555,High Value Withdrawal,91,2025-10-16,Closed
3564,282912,Suspicious Transfer,75,2026-02-18,Open
3565,171803,Card Skimming,100,2025-12-19,Open
3566,198323,Fake Merchant,69,2025-10-20,Under Investigation
3567,264357,Phishing,69,2026-02-02,Open
3568,191781,Phishing,62,2024-12-04,Resolved
3569,437734,Money Laundering,80,2024-10-05,Closed
3570,487889,High Value Withdrawal,95,2025-10-03,Resolved
3571,96914,Money Laundering,69,2025-04-09,Under Investigation
3572,463096,Money Laundering,96,2025-02-01,Under Investigation
3573,54163,International Fraud,78,2026-06-15,Closed
3574,81200,Fake Merchant,83,2026-04-17,Resolved
3575,381041,Card Skimming,98,2024-12-10,Closed
3576,441784,Card Skimming,91,2025-09-08,Resolved
3577,368472,Suspicious Transfer,80,2026-01-16,Closed
3578,37013,Suspicious Transfer,74,2026-05-15,Closed
3579,110167,Money Laundering,77,2026-01-31,Resolved
3580,90217,Identity Theft,65,2025-07-07,Under Investigation
3581,451320,High Value Withdrawal,73,2024-07-19,Open
3582,474218,Money Laundering,100,2024-09-10,Under Investigation
3583,317365,High Value Withdrawal,77,2025-10-08,Closed
3584,275053,Card Skimming,92,2024-08-14,Closed
3585,234691,Fake Merchant,90,2024-12-27,Closed
3586,353864,Phishing,77,2025-11-04,Closed
